uid,creationDate,lastUpdateDate,participants,participantsReadStatuses
5d38a7ab-5870-41a4-a6c0-a3253b0a76ee,2025-03-05T21:12:56.811615279Z,2025-03-05T21:12:56.934017576Z,"[{'participantType': 'AGENCY', 'participantUid': 'b430d46a-2953-4c2b-a3d1-7d6ab89f56df', 'uid': '83576705-f9a1-4193-9ee3-b06642df61f0'}, {'participantType': 'GUEST', 'participantUid': '39344e87-c11d-4087-bca7-18200163990c', 'uid': 'c8d0a3de-9be2-449d-a2c2-e7c66fc3e01a'}]","[{'participantUid': '83576705-f9a1-4193-9ee3-b06642df61f0', 'lastRead': '2025-03-05T21:12:58.753110024Z', 'readStatus': 'READ'}, {'participantUid': 'c8d0a3de-9be2-449d-a2c2-e7c66fc3e01a', 'lastRead': '2025-03-05T21:12:56.894160608Z', 'readStatus': 'UNREAD'}]"
